sequence,raw_entry,entry,marker,exam_level,source_pdf_page,source_print_page,source_id
1509,★ disregard,disregard,★,cet6_excluded,56,51,cet-english-2016-revised-word-list
1510,disrupt disruptive disruption,disrupt disruptive disruption,,cet4,56,51,cet-english-2016-revised-word-list
1511,★ dissent,dissent,★,cet6_excluded,56,51,cet-english-2016-revised-word-list
1512,★ dissertation,dissertation,★,cet6_excluded,56,51,cet-english-2016-revised-word-list
1513,★ dissident,dissident,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1514,dissolve,dissolve,,cet4,57,52,cet-english-2016-revised-word-list
1515,distance distant,distance distant,,cet4,57,52,cet-english-2016-revised-word-list
1516,★ distil(l),distil(l),★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1517,distinct distinction distinctive,distinct distinction distinctive,,cet4,57,52,cet-english-2016-revised-word-list
1518,distinguish distinguishable,distinguish distinguishable,,cet4,57,52,cet-english-2016-revised-word-list
1519,★ distort distortion,distort distortion,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1520,distract distraction,distract distraction,,cet4,57,52,cet-english-2016-revised-word-list
1521,distress distressful,distress distressful,,cet4,57,52,cet-english-2016-revised-word-list
1522,distribute distribution distributive,distribute distribution distributive,,cet4,57,52,cet-english-2016-revised-word-list
1523,district,district,,cet4,57,52,cet-english-2016-revised-word-list
1524,disturb disturbance,disturb disturbance,,cet4,57,52,cet-english-2016-revised-word-list
1525,ditch,ditch,,cet4,57,52,cet-english-2016-revised-word-list
1526,dive,dive,,cet4,57,52,cet-english-2016-revised-word-list
1527,diverse diversify diversity,diverse diversify diversity,,cet4,57,52,cet-english-2016-revised-word-list
1528,★ divert diversion,divert diversion,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1529,divide division divisive,divide division divisive,,cet4,57,52,cet-english-2016-revised-word-list
1530,★ dividend,dividend,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1531,★ divine,divine,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1532,divorce,divorce,,cet4,57,52,cet-english-2016-revised-word-list
1533,dizzy,dizzy,,cet4,57,52,cet-english-2016-revised-word-list
1534,do,do,,cet4,57,52,cet-english-2016-revised-word-list
1535,dock,dock,,cet4,57,52,cet-english-2016-revised-word-list
1536,doctor doctorate doctoral,doctor doctorate doctoral,,cet4,57,52,cet-english-2016-revised-word-list
1537,★ doctrine,doctrine,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1538,document documentary,document documentary,,cet4,57,52,cet-english-2016-revised-word-list
1539,★ dodge,dodge,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1540,dog,dog,,cet4,57,52,cet-english-2016-revised-word-list
1541,★ dogma,dogma,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1542,★ dole,dole,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1543,doll,doll,,cet4,57,52,cet-english-2016-revised-word-list
1544,dollar,dollar,,cet4,57,52,cet-english-2016-revised-word-list
1545,dolphin,dolphin,,cet4,57,52,cet-english-2016-revised-word-list
1546,★ domain,domain,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1547,★ dome,dome,★,cet6_excluded,57,52,cet-english-2016-revised-word-list
1548,domestic,domestic,,cet4,57,52,cet-english-2016-revised-word-list
1549,dominate domination dominance dominant,dominate domination dominance dominant,,cet4,57,52,cet-english-2016-revised-word-list
1550,donate donation donor,donate donation donor,,cet4,57,52,cet-english-2016-revised-word-list
1551,donkey,donkey,,cet4,57,52,cet-english-2016-revised-word-list
1552,doom,doom,,cet4,57,52,cet-english-2016-revised-word-list
1553,door,door,,cet4,57,52,cet-english-2016-revised-word-list
1554,dormitory/dorm,dormitory/dorm,,cet4,57,52,cet-english-2016-revised-word-list
1555,dose dosage,dose dosage,,cet4,58,53,cet-english-2016-revised-word-list
1556,dot,dot,,cet4,58,53,cet-english-2016-revised-word-list
1557,double,double,,cet4,58,53,cet-english-2016-revised-word-list
1558,doubt doubtful doubtless,doubt doubtful doubtless,,cet4,58,53,cet-english-2016-revised-word-list
1559,★ dough,dough,★,cet6_excluded,58,53,cet-english-2016-revised-word-list
1560,dove,dove,,cet4,58,53,cet-english-2016-revised-word-list
1561,down,down,,cet4,58,53,cet-english-2016-revised-word-list
1562,★ downgrade,downgrade,★,cet6_excluded,58,53,cet-english-2016-revised-word-list
1563,download,download,,cet4,58,53,cet-english-2016-revised-word-list
1564,downstairs,downstairs,,cet4,58,53,cet-english-2016-revised-word-list
1565,downtown,downtown,,cet4,58,53,cet-english-2016-revised-word-list
1566,downward downwards,downward downwards,,cet4,58,53,cet-english-2016-revised-word-list
1567,★ doze,doze,★,cet6_excluded,58,53,cet-english-2016-revised-word-list
1568,dozen,dozen,,cet4,58,53,cet-english-2016-revised-word-list
1569,draft,draft,,cet4,58,53,cet-english-2016-revised-word-list
1570,drag,drag,,cet4,58,53,cet-english-2016-revised-word-list
1571,dragon,dragon,,cet4,58,53,cet-english-2016-revised-word-list
1572,drain drainage,drain drainage,,cet4,58,53,cet-english-2016-revised-word-list
1573,drama dramatic dramatically,drama dramatic dramatically,,cet4,58,53,cet-english-2016-revised-word-list
1574,drastic drastically,drastic drastically,,cet4,58,53,cet-english-2016-revised-word-list
1575,draw drawing,draw drawing,,cet4,58,53,cet-english-2016-revised-word-list
1576,★ drawback,drawback,★,cet6_excluded,58,53,cet-english-2016-revised-word-list
1577,drawer,drawer,,cet4,58,53,cet-english-2016-revised-word-list
1578,★ dread dreadful,dread dreadful,★,cet6_excluded,58,53,cet-english-2016-revised-word-list
1579,dream dreamy,dream dreamy,,cet4,58,53,cet-english-2016-revised-word-list
1580,dress,dress,,cet4,58,53,cet-english-2016-revised-word-list
1581,★ dressing,dressing,★,cet6_excluded,58,53,cet-english-2016-revised-word-list
1582,drift,drift,,cet4,58,53,cet-english-2016-revised-word-list
1583,drill,drill,,cet4,58,53,cet-english-2016-revised-word-list
1584,drink,drink,,cet4,58,53,cet-english-2016-revised-word-list
1585,drip,drip,,cet4,58,53,cet-english-2016-revised-word-list
1586,drive driver,drive driver,,cet4,58,53,cet-english-2016-revised-word-list
1587,drop,drop,,cet4,58,53,cet-english-2016-revised-word-list
1588,dropout,dropout,,cet4,58,53,cet-english-2016-revised-word-list
1589,drought,drought,,cet4,58,53,cet-english-2016-revised-word-list
1590,drown,drown,,cet4,58,53,cet-english-2016-revised-word-list
1591,drug,drug,,cet4,58,53,cet-english-2016-revised-word-list
1592,drum,drum,,cet4,58,53,cet-english-2016-revised-word-list
1593,drunk drunken drunkard,drunk drunken drunkard,,cet4,58,53,cet-english-2016-revised-word-list
1594,dry dryer,dry dryer,,cet4,58,53,cet-english-2016-revised-word-list
1595,dual,dual,,cet4,58,53,cet-english-2016-revised-word-list
1596,★ dub,dub,★,cet6_excluded,58,53,cet-english-2016-revised-word-list
1597,★ dubious,dubious,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1598,duck,duck,,cet4,59,54,cet-english-2016-revised-word-list
1599,due duly,due duly,,cet4,59,54,cet-english-2016-revised-word-list
1600,dull,dull,,cet4,59,54,cet-english-2016-revised-word-list
1601,dumb,dumb,,cet4,59,54,cet-english-2016-revised-word-list
1602,dump,dump,,cet4,59,54,cet-english-2016-revised-word-list
1603,★ duplicate duplication,duplicate duplication,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1604,durable durability,durable durability,,cet4,59,54,cet-english-2016-revised-word-list
1605,duration,duration,,cet4,59,54,cet-english-2016-revised-word-list
1606,during,during,,cet4,59,54,cet-english-2016-revised-word-list
1607,dusk,dusk,,cet4,59,54,cet-english-2016-revised-word-list
1608,dust dusty,dust dusty,,cet4,59,54,cet-english-2016-revised-word-list
1609,duty,duty,,cet4,59,54,cet-english-2016-revised-word-list
1610,★ dwarf,dwarf,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1611,★ dwell dweller dwelling,dwell dweller dwelling,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1612,dye,dye,,cet4,59,54,cet-english-2016-revised-word-list
1613,dynamic dynamics,dynamic dynamics,,cet4,59,54,cet-english-2016-revised-word-list
1614,dynasty,dynasty,,cet4,59,54,cet-english-2016-revised-word-list
1615,each,each,,cet4,59,54,cet-english-2016-revised-word-list
1616,eager,eager,,cet4,59,54,cet-english-2016-revised-word-list
1617,eagle,eagle,,cet4,59,54,cet-english-2016-revised-word-list
1618,ear,ear,,cet4,59,54,cet-english-2016-revised-word-list
1619,early,early,,cet4,59,54,cet-english-2016-revised-word-list
1620,earn earnings,earn earnings,,cet4,59,54,cet-english-2016-revised-word-list
1621,earnest,earnest,,cet4,59,54,cet-english-2016-revised-word-list
1622,earth,earth,,cet4,59,54,cet-english-2016-revised-word-list
1623,earthquake,earthquake,,cet4,59,54,cet-english-2016-revised-word-list
1624,ease,ease,,cet4,59,54,cet-english-2016-revised-word-list
1625,east eastern,east eastern,,cet4,59,54,cet-english-2016-revised-word-list
1626,★ Easter,Easter,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1627,easy easily,easy easily,,cet4,59,54,cet-english-2016-revised-word-list
1628,easyＧgoing,easyＧgoing,,cet4,59,54,cet-english-2016-revised-word-list
1629,eat,eat,,cet4,59,54,cet-english-2016-revised-word-list
1630,★ eccentric,eccentric,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1631,echo,echo,,cet4,59,54,cet-english-2016-revised-word-list
1632,★ eclipse,eclipse,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1633,ecology ecological,ecology ecological,,cet4,59,54,cet-english-2016-revised-word-list
1634,economics economist,economics economist,,cet4,59,54,cet-english-2016-revised-word-list
1635,economy economic economical,economy economic economical,,cet4,59,54,cet-english-2016-revised-word-list
1636,★ ecosystem,ecosystem,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1637,edge,edge,,cet4,59,54,cet-english-2016-revised-word-list
1638,★ edible,edible,★,cet6_excluded,59,54,cet-english-2016-revised-word-list
1639,edit editor edition,edit editor edition,,cet4,60,55,cet-english-2016-revised-word-list
1640,editorial,editorial,,cet4,60,55,cet-english-2016-revised-word-list
1641,educate education educational educator,educate education educational educator,,cet4,60,55,cet-english-2016-revised-word-list
1642,effect effective,effect effective,,cet4,60,55,cet-english-2016-revised-word-list
1643,efficient efficiency,efficient efficiency,,cet4,60,55,cet-english-2016-revised-word-list
1644,effort,effort,,cet4,60,55,cet-english-2016-revised-word-list
1645,egg,egg,,cet4,60,55,cet-english-2016-revised-word-list
1646,eggplant,eggplant,,cet4,60,55,cet-english-2016-revised-word-list
1647,★ ego egoism egoist,ego egoism egoist,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1648,eight,eight,,cet4,60,55,cet-english-2016-revised-word-list
1649,eighteen,eighteen,,cet4,60,55,cet-english-2016-revised-word-list
1650,eighth,eighth,,cet4,60,55,cet-english-2016-revised-word-list
1651,eighty,eighty,,cet4,60,55,cet-english-2016-revised-word-list
1652,either,either,,cet4,60,55,cet-english-2016-revised-word-list
1653,★ eject ejection,eject ejection,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1654,★ elaborate elaboration,elaborate elaboration,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1655,★ elapse,elapse,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1656,★ elastic elasticity,elastic elasticity,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1657,elbow,elbow,,cet4,60,55,cet-english-2016-revised-word-list
1658,elder elderly,elder elderly,,cet4,60,55,cet-english-2016-revised-word-list
1659,elect election elective,elect election elective,,cet4,60,55,cet-english-2016-revised-word-list
1660,★ electoral electorate,electoral electorate,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1661,electricity electric(al) electrician,electricity electric(al) electrician,,cet4,60,55,cet-english-2016-revised-word-list
1662,electron electronic electronically electronics,electron electronic electronically electronics,,cet4,60,55,cet-english-2016-revised-word-list
1663,elegant elegance,elegant elegance,,cet4,60,55,cet-english-2016-revised-word-list
1664,element,element,,cet4,60,55,cet-english-2016-revised-word-list
1665,elementary,elementary,,cet4,60,55,cet-english-2016-revised-word-list
1666,elephant,elephant,,cet4,60,55,cet-english-2016-revised-word-list
1667,elevate elevation elevator,elevate elevation elevator,,cet4,60,55,cet-english-2016-revised-word-list
1668,eleven,eleven,,cet4,60,55,cet-english-2016-revised-word-list
1669,★ elicit,elicit,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1670,★ eligible eligibility,eligible eligibility,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1671,eliminate elimination,eliminate elimination,,cet4,60,55,cet-english-2016-revised-word-list
1672,elite,elite,,cet4,60,55,cet-english-2016-revised-word-list
1673,★ eloquent eloquence,eloquent eloquence,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1674,else,else,,cet4,60,55,cet-english-2016-revised-word-list
1675,elsewhere,elsewhere,,cet4,60,55,cet-english-2016-revised-word-list
1676,email,email,,cet4,60,55,cet-english-2016-revised-word-list
1677,★ emancipate emancipation,emancipate emancipation,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1678,★ embargo,embargo,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1679,★ embark,embark,★,cet6_excluded,60,55,cet-english-2016-revised-word-list
1680,embarrass embarrassment,embarrass embarrassment,,cet4,60,55,cet-english-2016-revised-word-list
1681,embassy,embassy,,cet4,61,56,cet-english-2016-revised-word-list
1682,★ embed,embed,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1683,★ embody embodiment,embody embodiment,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1684,embrace,embrace,,cet4,61,56,cet-english-2016-revised-word-list
1685,★ embroidery,embroidery,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1686,emerge emergence,emerge emergence,,cet4,61,56,cet-english-2016-revised-word-list
1687,emergency,emergency,,cet4,61,56,cet-english-2016-revised-word-list
1688,★ emigrate emigration emigrant,emigrate emigration emigrant,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1689,★ eminent eminence,eminent eminence,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1690,emit emission,emit emission,,cet4,61,56,cet-english-2016-revised-word-list
1691,emotion emotional,emotion emotional,,cet4,61,56,cet-english-2016-revised-word-list
1692,emperor empress,emperor empress,,cet4,61,56,cet-english-2016-revised-word-list
1693,emphasis emphasize/Ｇise emphatic,emphasis emphasize/Ｇise emphatic,,cet4,61,56,cet-english-2016-revised-word-list
1694,empire,empire,,cet4,61,56,cet-english-2016-revised-word-list
1695,★ empirical,empirical,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1696,employ employment employer employee,employ employment employer employee,,cet4,61,56,cet-english-2016-revised-word-list
1697,empty emptiness,empty emptiness,,cet4,61,56,cet-english-2016-revised-word-list
1698,★ emulate emulation,emulate emulation,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1699,enable,enable,,cet4,61,56,cet-english-2016-revised-word-list
1700,★ enact enactment,enact enactment,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1701,★ enclose enclosure,enclose enclosure,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1702,encounter,encounter,,cet4,61,56,cet-english-2016-revised-word-list
1703,encourage encouragement encouraging,encourage encouragement encouraging,,cet4,61,56,cet-english-2016-revised-word-list
1704,★ encyclop(a)edia,encyclop(a)edia,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1705,end ending endless,end ending endless,,cet4,61,56,cet-english-2016-revised-word-list
1706,endanger,endanger,,cet4,61,56,cet-english-2016-revised-word-list
1707,★ endeavo(u)r,endeavo(u)r,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1708,★ endorse endorsement,endorse endorsement,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1709,★ endow endowment,endow endowment,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1710,endure endurance,endure endurance,,cet4,61,56,cet-english-2016-revised-word-list
1711,enemy,enemy,,cet4,61,56,cet-english-2016-revised-word-list
1712,energy energetic energetically,energy energetic energetically,,cet4,61,56,cet-english-2016-revised-word-list
1713,enforce enforcement,enforce enforcement,,cet4,61,56,cet-english-2016-revised-word-list
1714,engage engagement,engage engagement,,cet4,61,56,cet-english-2016-revised-word-list
1715,engine,engine,,cet4,61,56,cet-english-2016-revised-word-list
1716,engineer engineering,engineer engineering,,cet4,61,56,cet-english-2016-revised-word-list
1717,enhance enhancement,enhance enhancement,,cet4,61,56,cet-english-2016-revised-word-list
1718,enjoy enjoyable enjoyment,enjoy enjoyable enjoyment,,cet4,61,56,cet-english-2016-revised-word-list
1719,enlarge,enlarge,,cet4,61,56,cet-english-2016-revised-word-list
1720,enlighten enlightenment enlightening,enlighten enlightenment enlightening,,cet4,61,56,cet-english-2016-revised-word-list
1721,★ enlist,enlist,★,cet6_excluded,61,56,cet-english-2016-revised-word-list
1722,enormous,enormous,,cet4,61,56,cet-english-2016-revised-word-list
1723,enough,enough,,cet4,62,57,cet-english-2016-revised-word-list
1724,enquire enquiry,enquire enquiry,,cet4,62,57,cet-english-2016-revised-word-list
1725,enrich,enrich,,cet4,62,57,cet-english-2016-revised-word-list
1726,enrol(l) enrol(l)ment,enrol(l) enrol(l)ment,,cet4,62,57,cet-english-2016-revised-word-list
1727,★ ensue,ensue,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1728,ensure,ensure,,cet4,62,57,cet-english-2016-revised-word-list
1729,★ entail,entail,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1730,enter entrance entry,enter entrance entry,,cet4,62,57,cet-english-2016-revised-word-list
1731,enterprise enterprising,enterprise enterprising,,cet4,62,57,cet-english-2016-revised-word-list
1732,entertain entertainment entertaining,entertain entertainment entertaining,,cet4,62,57,cet-english-2016-revised-word-list
1733,enthusiasm enthusiastic enthusiastically enthusiast,enthusiasm enthusiastic enthusiastically enthusiast,,cet4,62,57,cet-english-2016-revised-word-list
1734,entire entirety,entire entirety,,cet4,62,57,cet-english-2016-revised-word-list
1735,entitle,entitle,,cet4,62,57,cet-english-2016-revised-word-list
1736,★ entity,entity,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1737,entrepreneur entrepreneurial,entrepreneur entrepreneurial,,cet4,62,57,cet-english-2016-revised-word-list
1738,★ entrust,entrust,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1739,★ envelop,envelop,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1740,envelope,envelope,,cet4,62,57,cet-english-2016-revised-word-list
1741,environment environmental environmentalist,environment environmental environmentalist,,cet4,62,57,cet-english-2016-revised-word-list
1742,★ envisage,envisage,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1743,★ envoy,envoy,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1744,envy envious,envy envious,,cet4,62,57,cet-english-2016-revised-word-list
1745,★ epic,epic,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1746,★ epidemic,epidemic,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1747,episode,episode,,cet4,62,57,cet-english-2016-revised-word-list
1748,★ epoch,epoch,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1749,equal equally equality,equal equally equality,,cet4,62,57,cet-english-2016-revised-word-list
1750,★ equate equation,equate equation,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1751,★ equator,equator,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1752,equip equipment,equip equipment,,cet4,62,57,cet-english-2016-revised-word-list
1753,★ equity equitable,equity equitable,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1754,equivalent equivalence,equivalent equivalence,,cet4,62,57,cet-english-2016-revised-word-list
1755,era,era,,cet4,62,57,cet-english-2016-revised-word-list
1756,★ eradicate eradication,eradicate eradication,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1757,erase eraser,erase eraser,,cet4,62,57,cet-english-2016-revised-word-list
1758,★ erect erection,erect erection,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1759,★ erode erosion erosive,erode erosion erosive,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1760,err error erroneous,err error erroneous,,cet4,62,57,cet-english-2016-revised-word-list
1761,★ errand,errand,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1762,★ erupt eruption,erupt eruption,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1763,★ escalate escalation escalator,escalate escalation escalator,★,cet6_excluded,62,57,cet-english-2016-revised-word-list
1764,escape,escape,,cet4,62,57,cet-english-2016-revised-word-list
1765,★ escort,escort,★,cet6_excluded,63,58,cet-english-2016-revised-word-list
1766,especially,especially,,cet4,63,58,cet-english-2016-revised-word-list
1767,essay essayist,essay essayist,,cet4,63,58,cet-english-2016-revised-word-list
1768,essence essential,essence essential,,cet4,63,58,cet-english-2016-revised-word-list
1769,establish establishment,establish establishment,,cet4,63,58,cet-english-2016-revised-word-list
1770,estate,estate,,cet4,63,58,cet-english-2016-revised-word-list
1771,★ esteem,esteem,★,cet6_excluded,63,58,cet-english-2016-revised-word-list
1772,★ esthetic/aesthetic esthetics/aesthetics,esthetic/aesthetic esthetics/aesthetics,★,cet6_excluded,63,58,cet-english-2016-revised-word-list
1773,estimate estimation,estimate estimation,,cet4,63,58,cet-english-2016-revised-word-list
1774,eternal eternity,eternal eternity,,cet4,63,58,cet-english-2016-revised-word-list
1775,ethic ethics,ethic ethics,,cet4,63,58,cet-english-2016-revised-word-list
1776,ethnic,ethnic,,cet4,63,58,cet-english-2016-revised-word-list
1777,★ etiquette,etiquette,★,cet6_excluded,63,58,cet-english-2016-revised-word-list
1778,euro,euro,,cet4,63,58,cet-english-2016-revised-word-list
1779,★ evacuate evacuation,evacuate evacuation,★,cet6_excluded,63,58,cet-english-2016-revised-word-list
1780,★ evade evasive evasion,evade evasive evasion,★,cet6_excluded,63,58,cet-english-2016-revised-word-list
1781,evaluate evaluation,evaluate evaluation,,cet4,63,58,cet-english-2016-revised-word-list
1782,★ evaporate evaporation,evaporate evaporation,★,cet6_excluded,63,58,cet-english-2016-revised-word-list
1783,eve,eve,,cet4,63,58,cet-english-2016-revised-word-list
1784,even evenly,even evenly,,cet4,63,58,cet-english-2016-revised-word-list
1785,evening,evening,,cet4,63,58,cet-english-2016-revised-word-list
1786,event eventful,event eventful,,cet4,63,58,cet-english-2016-revised-word-list
1787,eventually eventual eventuality,eventually eventual eventuality,,cet4,63,58,cet-english-2016-revised-word-list
1788,ever,ever,,cet4,63,58,cet-english-2016-revised-word-list
1789,every,every,,cet4,63,58,cet-english-2016-revised-word-list
1790,everybody,everybody,,cet4,63,58,cet-english-2016-revised-word-list
1791,everyday,everyday,,cet4,63,58,cet-english-2016-revised-word-list
1792,everyone,everyone,,cet4,63,58,cet-english-2016-revised-word-list
1793,everything,everything,,cet4,63,58,cet-english-2016-revised-word-list
1794,everywhere,everywhere,,cet4,63,58,cet-english-2016-revised-word-list
1795,evident evidence,evident evidence,,cet4,63,58,cet-english-2016-revised-word-list
1796,evil,evil,,cet4,63,58,cet-english-2016-revised-word-list
1797,★ evoke,evoke,★,cet6_excluded,63,58,cet-english-2016-revised-word-list
1798,evolve evolution evolutionary,evolve evolution evolutionary,,cet4,63,58,cet-english-2016-revised-word-list
1799,exact,exact,,cet4,63,58,cet-english-2016-revised-word-list
1800,exaggerate exaggeration,exaggerate exaggeration,,cet4,63,58,cet-english-2016-revised-word-list
1801,examine exam (ination) examiner examinee,examine exam (ination) examiner examinee,,cet4,63,58,cet-english-2016-revised-word-list
1802,example exemplary exemplify,example exemplary exemplify,,cet4,63,58,cet-english-2016-revised-word-list
1803,exceed exceedingly,exceed exceedingly,,cet4,63,58,cet-english-2016-revised-word-list
1804,excel,excel,,cet4,63,58,cet-english-2016-revised-word-list
1805,excellent excellence,excellent excellence,,cet4,63,58,cet-english-2016-revised-word-list
1806,except,except,,cet4,63,58,cet-english-2016-revised-word-list
1807,exception exceptional,exception exceptional,,cet4,64,59,cet-english-2016-revised-word-list
1808,★ excerpt,excerpt,★,cet6_excluded,64,59,cet-english-2016-revised-word-list
1809,excess excessive,excess excessive,,cet4,64,59,cet-english-2016-revised-word-list
1810,exchange,exchange,,cet4,64,59,cet-english-2016-revised-word-list
1811,excite exciting excitement,excite exciting excitement,,cet4,64,59,cet-english-2016-revised-word-list
1812,exclaim exclamation exclamatory,exclaim exclamation exclamatory,,cet4,64,59,cet-english-2016-revised-word-list
1813,exclude exclusion exclusive,exclude exclusion exclusive,,cet4,64,59,cet-english-2016-revised-word-list
1814,excursion,excursion,,cet4,64,59,cet-english-2016-revised-word-list
1815,excuse,excuse,,cet4,64,59,cet-english-2016-revised-word-list
1816,execute execution executive,execute execution executive,,cet4,64,59,cet-english-2016-revised-word-list
1817,★ exempt exemption,exempt exemption,★,cet6_excluded,64,59,cet-english-2016-revised-word-list
1818,exercise,exercise,,cet4,64,59,cet-english-2016-revised-word-list
1819,exert exertion,exert exertion,,cet4,64,59,cet-english-2016-revised-word-list
1820,exhaust exhaustion exhaustive,exhaust exhaustion exhaustive,,cet4,64,59,cet-english-2016-revised-word-list
1821,exhibit exhibition,exhibit exhibition,,cet4,64,59,cet-english-2016-revised-word-list
1822,exile,exile,,cet4,64,59,cet-english-2016-revised-word-list
1823,exist existence existent existing,exist existence existent existing,,cet4,64,59,cet-english-2016-revised-word-list
1824,exit,exit,,cet4,64,59,cet-english-2016-revised-word-list
1825,★ exotic,exotic,★,cet6_excluded,64,59,cet-english-2016-revised-word-list
1826,expand expansion expansive,expand expansion expansive,,cet4,64,59,cet-english-2016-revised-word-list
1827,expect expectation expectancy,expect expectation expectancy,,cet4,64,59,cet-english-2016-revised-word-list
1828,★ expedition,expedition,★,cet6_excluded,64,59,cet-english-2016-revised-word-list
1829,expel,expel,,cet4,64,59,cet-english-2016-revised-word-list
1830,expend expenditure,expend expenditure,,cet4,64,59,cet-english-2016-revised-word-list
1831,expense expensive,expense expensive,,cet4,64,59,cet-english-2016-revised-word-list
1832,experience experienced,experience experienced,,cet4,64,59,cet-english-2016-revised-word-list
1833,experiment experimental,experiment experimental,,cet4,64,59,cet-english-2016-revised-word-list
1834,expert,expert,,cet4,64,59,cet-english-2016-revised-word-list
1835,expertise,expertise,,cet4,64,59,cet-english-2016-revised-word-list
1836,★ expire expiration,expire expiration,★,cet6_excluded,64,59,cet-english-2016-revised-word-list
1837,explain explanation explanatory,explain explanation explanatory,,cet4,64,59,cet-english-2016-revised-word-list
1838,explicit,explicit,,cet4,64,59,cet-english-2016-revised-word-list
1839,explode explosion explosive,explode explosion explosive,,cet4,64,59,cet-english-2016-revised-word-list
1840,exploit exploitation,exploit exploitation,,cet4,64,59,cet-english-2016-revised-word-list
1841,explore exploration,explore exploration,,cet4,64,59,cet-english-2016-revised-word-list
1842,★ exponent,exponent,★,cet6_excluded,64,59,cet-english-2016-revised-word-list
1843,export exportation,export exportation,,cet4,64,59,cet-english-2016-revised-word-list
1844,expose exposure,expose exposure,,cet4,64,59,cet-english-2016-revised-word-list
1845,★ exposition,exposition,★,cet6_excluded,64,59,cet-english-2016-revised-word-list
1846,express expression expressive,express expression expressive,,cet4,64,59,cet-english-2016-revised-word-list
1847,expressway,expressway,,cet4,64,59,cet-english-2016-revised-word-list
1848,★ exquisite,exquisite,★,cet6_excluded,64,59,cet-english-2016-revised-word-list
1849,extend extension extensive extended,extend extension extensive extended,,cet4,65,60,cet-english-2016-revised-word-list
1850,extent,extent,,cet4,65,60,cet-english-2016-revised-word-list
1851,exterior,exterior,,cet4,65,60,cet-english-2016-revised-word-list
1852,external,external,,cet4,65,60,cet-english-2016-revised-word-list
1853,★ extinct extinction,extinct extinction,★,cet6_excluded,65,60,cet-english-2016-revised-word-list
1854,extinguish,extinguish,,cet4,65,60,cet-english-2016-revised-word-list
