sequence,raw_entry,entry,headword,parenthetical_note,marker,curriculum_level,form_type,alphabetic_section,source_pdf_page,source_print_page,source_id
1652,medicine,medicine,medicine,,,compulsory_education,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1653,medium (pl. media)*,medium (pl. media),medium,pl. media,*,high_school_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1654,meet,meet,meet,,,compulsory_education,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1655,meeting,meeting,meeting,,,compulsory_education,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1656,member,member,member,,,compulsory_education,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1657,membership**,membership,membership,,**,high_school_selective_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1658,memorial**,memorial,memorial,,**,high_school_selective_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1659,memory*,memory,memory,,*,high_school_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1660,mental*,mental,mental,,*,high_school_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1661,mention,mention,mention,,,compulsory_education,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1662,menu,menu,menu,,,compulsory_education,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1663,mercy**,mercy,mercy,,**,high_school_selective_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1664,merely**,merely,merely,,**,high_school_selective_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1665,merry*,merry,merry,,*,high_school_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1666,mess,mess,mess,,,compulsory_education,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1667,message,message,message,,,compulsory_education,word,M,159,151,moe-hs-english-2017-2020-appendix-2
1668,metal*,metal,metal,,*,high_school_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1669,method,method,method,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1670,metre (meter),metre (meter),metre,meter,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1671,microscope**,microscope,microscope,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1672,middle,middle,middle,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1673,midnight*,midnight,midnight,,*,high_school_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1674,might,might,might,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1675,mild**,mild,mild,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1676,mile,mile,mile,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1677,military*,military,military,,*,high_school_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1678,milk,milk,milk,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1679,millimetre (millimeter)**,millimetre (millimeter),millimetre,millimeter,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1680,million**,million,million,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1681,mind,mind,mind,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1682,mine,mine,mine,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1683,mineral**,mineral,mineral,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1684,minimum**,minimum,minimum,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1685,minister**,minister,minister,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1686,minor**,minor,minor,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1687,minority**,minority,minority,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1688,minute,minute,minute,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1689,mirror**,mirror,mirror,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1690,Miss,Miss,Miss,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1691,miss,miss,miss,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1692,missile**,missile,missile,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1693,missing,missing,missing,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1694,mission**,mission,mission,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1695,mist**,mist,mist,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1696,mistake,mistake,mistake,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1697,mix,mix,mix,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1698,mixture**,mixture,mixture,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1699,mobile phone,mobile phone,mobile phone,,,compulsory_education,multiword,M,160,152,moe-hs-english-2017-2020-appendix-2
1700,mode**,mode,mode,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1701,model,model,model,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1702,modern,modern,modern,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1703,moment*,moment,moment,,*,high_school_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1704,Monday,Monday,Monday,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1705,money,money,money,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1706,monitor**,monitor,monitor,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1707,monkey,monkey,monkey,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1708,month,month,month,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1709,monthly**,monthly,monthly,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1710,mood**,mood,mood,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1711,moon,moon,moon,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1712,moral**,moral,moral,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1713,more,more,more,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1714,moreover*,moreover,moreover,,*,high_school_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1715,morning,morning,morning,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1716,mosquito**,mosquito,mosquito,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1717,most,most,most,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1718,mostly**,mostly,mostly,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1719,mother (mum),mother (mum),mother,mum,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1720,motion**,motion,motion,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1721,motivate**,motivate,motivate,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1722,motive**,motive,motive,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1723,motor**,motor,motor,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2
1724,mount**,mount,mount,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1725,mountain,mountain,mountain,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1726,mouse (pl. mice),mouse (pl. mice),mouse,pl. mice,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1727,mouth,mouth,mouth,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1728,move,move,move,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1729,movement*,movement,movement,,*,high_school_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1730,movie,movie,movie,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1731,Mr,Mr,Mr,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1732,Mrs,Mrs,Mrs,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1733,Ms,Ms,Ms,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1734,much,much,much,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1735,mud**,mud,mud,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1736,multiple**,multiple,multiple,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1737,murder**,murder,murder,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1738,muscle**,muscle,muscle,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1739,museum,museum,museum,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1740,mushroom**,mushroom,mushroom,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1741,music,music,music,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1742,musician,musician,musician,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1743,must,must,must,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1744,my,my,my,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1745,myself,myself,myself,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2
1746,nail**,nail,nail,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1747,name,name,name,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1748,narrow*,narrow,narrow,,*,high_school_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1749,nation*,nation,nation,,*,high_school_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1750,national,national,national,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1751,nationality*,nationality,nationality,,*,high_school_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1752,native**,native,native,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1753,natural,natural,natural,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1754,nature,nature,nature,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1755,navy**,navy,navy,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1756,near,near,near,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1757,nearby*,nearby,nearby,,*,high_school_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1758,nearly,nearly,nearly,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1759,neat*,neat,neat,,*,high_school_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1760,necessary,necessary,necessary,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1761,neck,neck,neck,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1762,need,need,need,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1763,needle**,needle,needle,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1764,negative*,negative,negative,,*,high_school_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1765,negotiate**,negotiate,negotiate,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1766,neighbour (neighbor),neighbour (neighbor),neighbour,neighbor,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1767,neighbourhood (neighborhood)**,neighbourhood (neighborhood),neighbourhood,neighborhood,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1768,neither,neither,neither,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1769,nephew**,nephew,nephew,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1770,nervous,nervous,nervous,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1771,nest**,nest,nest,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1772,net**,net,net,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1773,network**,network,network,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1774,never,never,never,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1775,nevertheless**,nevertheless,nevertheless,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1776,new,new,new,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1777,news,news,news,,,compulsory_education,word,N,161,153,moe-hs-english-2017-2020-appendix-2
1778,newspaper,newspaper,newspaper,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1779,next,next,next,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1780,nice,nice,nice,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1781,niece**,niece,niece,,**,high_school_selective_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1782,night,night,night,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1783,nine,nine,nine,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1784,nineteen,nineteen,nineteen,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1785,ninety,ninety,ninety,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1786,ninth,ninth,ninth,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1787,no,no,no,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1788,noble**,noble,noble,,**,high_school_selective_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1789,nobody,nobody,nobody,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1790,nod,nod,nod,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1791,noise,noise,noise,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1792,noisy,noisy,noisy,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1793,none,none,none,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1794,noodle,noodle,noodle,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1795,noon,noon,noon,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1796,nor,nor,nor,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1797,normal*,normal,normal,,*,high_school_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1798,north,north,north,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1799,northern,northern,northern,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1800,nose,nose,nose,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1801,not,not,not,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1802,note,note,note,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1803,notebook,notebook,notebook,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1804,nothing,nothing,nothing,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1805,notice,notice,notice,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1806,novel**,novel,novel,,**,high_school_selective_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1807,novelist**,novelist,novelist,,**,high_school_selective_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1808,November,November,November,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1809,now,now,now,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1810,nowadays*,nowadays,nowadays,,*,high_school_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1811,nowhere*,nowhere,nowhere,,*,high_school_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1812,nuclear**,nuclear,nuclear,,**,high_school_selective_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1813,number,number,number,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1814,nurse,nurse,nurse,,,compulsory_education,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1815,nut*,nut,nut,,*,high_school_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1816,nutrition**,nutrition,nutrition,,**,high_school_selective_compulsory,word,N,162,154,moe-hs-english-2017-2020-appendix-2
1817,object,object,object,,,compulsory_education,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1818,objective**,objective,objective,,**,high_school_selective_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1819,observe*,observe,observe,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1820,obtain**,obtain,obtain,,**,high_school_selective_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1821,obviously*,obviously,obviously,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1822,occasion*,occasion,occasion,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1823,occupation**,occupation,occupation,,**,high_school_selective_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1824,occupy**,occupy,occupy,,**,high_school_selective_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1825,occur*,occur,occur,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1826,ocean*,ocean,ocean,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1827,o’clock,o’clock,o’clock,,,compulsory_education,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1828,October,October,October,,,compulsory_education,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1829,odd*,odd,odd,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1830,of,of,of,,,compulsory_education,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1831,off,off,off,,,compulsory_education,word,O,162,154,moe-hs-english-2017-2020-appendix-2
1832,offer,offer,offer,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1833,office,office,office,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1834,officer,officer,officer,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1835,official*,official,official,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1836,often,often,often,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1837,oil,oil,oil,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1838,OK,OK,OK,,,compulsory_education,abbreviation_or_uppercase,O,163,155,moe-hs-english-2017-2020-appendix-2
1839,old,old,old,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1840,Olympics,Olympics,Olympics,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1841,on,on,on,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1842,once,once,once,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1843,one,one,one,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1844,onion**,onion,onion,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1845,online,online,online,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1846,only,only,only,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1847,onto*,onto,onto,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1848,open,open,open,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1849,opera*,opera,opera,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1850,operation*,operation,operation,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1851,operator**,operator,operator,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1852,opinion*,opinion,opinion,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1853,opponent**,opponent,opponent,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1854,opportunity*,opportunity,opportunity,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1855,oppose**,oppose,oppose,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1856,opposite,opposite,opposite,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1857,optimistic**,optimistic,optimistic,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1858,option*,option,option,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1859,or,or,or,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1860,orange,orange,orange,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1861,orbit**,orbit,orbit,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1862,order,order,order,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1863,ordinary*,ordinary,ordinary,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1864,organ**,organ,organ,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1865,organic**,organic,organic,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1866,organisation (organization)*,organisation (organization),organisation,organization,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1867,origin**,origin,origin,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1868,original*,original,original,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1869,other,other,other,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1870,otherwise*,otherwise,otherwise,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1871,ought to*,ought to,ought to,,*,high_school_compulsory,multiword,O,163,155,moe-hs-english-2017-2020-appendix-2
1872,our,our,our,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1873,ours,ours,ours,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1874,ourselves,ourselves,ourselves,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1875,out,out,out,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1876,outcome**,outcome,outcome,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1877,outgoing**,outgoing,outgoing,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1878,outline**,outline,outline,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1879,output**,output,output,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1880,outside,outside,outside,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1881,outstanding**,outstanding,outstanding,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1882,over,over,over,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1883,overall**,overall,overall,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1884,overcome**,overcome,overcome,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1885,overseas*,overseas,overseas,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1886,owe**,owe,owe,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1887,own,own,own,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2
1888,oxygen*,oxygen,oxygen,,*,high_school_compulsory,word,O,164,156,moe-hs-english-2017-2020-appendix-2
1889,pace**,pace,pace,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1890,Pacific,Pacific,Pacific,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1891,pack**,pack,pack,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1892,package*,package,package,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1893,page,page,page,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1894,pain,pain,pain,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1895,paint,paint,paint,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1896,pair,pair,pair,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1897,palace,palace,palace,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1898,pale,pale,pale,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1899,pan**,pan,pan,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1900,pancake,pancake,pancake,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1901,panda,panda,panda,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1902,panel**,panel,panel,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1903,panic**,panic,panic,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1904,paper,paper,paper,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1905,paragraph**,paragraph,paragraph,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1906,parcel**,parcel,parcel,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1907,pardon,pardon,pardon,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1908,parent,parent,parent,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1909,park,park,park,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1910,parking**,parking,parking,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1911,part,part,part,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1912,participate**,participate,participate,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1913,particular*,particular,particular,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1914,partner*,partner,partner,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
