sequence,raw_entry,entry,headword,parenthetical_note,marker,curriculum_level,form_type,alphabetic_section,source_pdf_page,source_print_page,source_id
1915,party,party,party,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1916,pass,pass,pass,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1917,passage,passage,passage,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1918,passenger,passenger,passenger,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1919,passion**,passion,passion,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1920,passive*,passive,passive,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1921,passport,passport,passport,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1922,past,past,past,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1923,patent**,patent,patent,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1924,path*,path,path,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1925,patience**,patience,patience,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1926,patient,patient,patient,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1927,pattern*,pattern,pattern,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1928,pay,pay,pay,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1929,PE (physical education),PE (physical education),PE,physical education,,compulsory_education,abbreviation_or_uppercase,P,164,156,moe-hs-english-2017-2020-appendix-2
1930,peace,peace,peace,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1931,peak**,peak,peak,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1932,pear,pear,pear,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1933,pen,pen,pen,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1934,pencil,pencil,pencil,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1935,people,people,people,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1936,pepper**,pepper,pepper,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1937,per*,per,per,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1938,perceive**,perceive,perceive,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1939,percent*,percent,percent,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1940,percentage*,percentage,percentage,,*,high_school_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1941,perfect,perfect,perfect,,,compulsory_education,word,P,164,156,moe-hs-english-2017-2020-appendix-2
1942,performance*,performance,performance,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1943,perhaps,perhaps,perhaps,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1944,period,period,period,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1945,permanent**,permanent,permanent,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1946,permit*,permit,permit,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1947,person,person,person,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1948,personal,personal,personal,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1949,personality*,personality,personality,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1950,persuade**,persuade,persuade,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1951,pessimistic**,pessimistic,pessimistic,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1952,pet,pet,pet,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1953,petrol*,petrol,petrol,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1954,phase**,phase,phase,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1955,phenomenon**,phenomenon,phenomenon,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1956,philosophy**,philosophy,philosophy,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1957,phone,phone,phone,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1958,photo (photograph),photo (photograph),photo,photograph,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1959,photographer**,photographer,photographer,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1960,phrase**,phrase,phrase,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1961,physician**,physician,physician,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1962,physics,physics,physics,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1963,piano*,piano,piano,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1964,pick,pick,pick,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1965,picnic,picnic,picnic,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1966,picture,picture,picture,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1967,pie,pie,pie,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1968,piece,piece,piece,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1969,pig,pig,pig,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1970,pill**,pill,pill,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1971,pilot,pilot,pilot,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1972,pink,pink,pink,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1973,pioneer,pioneer,pioneer,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1974,pipe**,pipe,pipe,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1975,pity,pity,pity,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1976,place,place,place,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1977,plain**,plain,plain,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1978,plan,plan,plan,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1979,plane,plane,plane,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1980,planet,planet,planet,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1981,plant,plant,plant,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1982,plastic**,plastic,plastic,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1983,plate*,plate,plate,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1984,platform**,platform,platform,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1985,play,play,play,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1986,player,player,player,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1987,playground,playground,playground,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1988,pleasant**,pleasant,pleasant,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1989,please,please,please,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1990,pleasure,pleasure,pleasure,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1991,plenty,plenty,plenty,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1992,plot**,plot,plot,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1993,plug**,plug,plug,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1994,plus*,plus,plus,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1995,p.m.*,p.m.,p.m.,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1996,pocket,pocket,pocket,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1997,poem,poem,poem,,,compulsory_education,word,P,165,157,moe-hs-english-2017-2020-appendix-2
1998,poet**,poet,poet,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
1999,poetry*,poetry,poetry,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2000,point,point,point,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2001,poison*,poison,poison,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2002,polar**,polar,polar,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2003,pole*,pole,pole,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2004,police,police,police,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2005,policeman / policewoman,policeman / policewoman,policeman / policewoman,,,compulsory_education,multiword,P,166,158,moe-hs-english-2017-2020-appendix-2
2006,policy*,policy,policy,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2007,polish**,polish,polish,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2008,polite,polite,polite,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2009,political**,political,political,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2010,politician**,politician,politician,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2011,politics**,politics,politics,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2012,pollute,pollute,pollute,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2013,pollution,pollution,pollution,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2014,pond**,pond,pond,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2015,pool,pool,pool,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2016,poor,poor,poor,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2017,popular (pop),popular (pop),popular,pop,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2018,population,population,population,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2019,pork**,pork,pork,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2020,port*,port,port,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2021,pose**,pose,pose,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2022,position*,position,position,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2023,positive*,positive,positive,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2024,possession**,possession,possession,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2025,possible,possible,possible,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2026,post,post,post,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2027,postcard,postcard,postcard,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2028,poster*,poster,poster,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2029,postman,postman,postman,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2030,postpone*,postpone,postpone,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2031,pot**,pot,pot,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2032,potato,potato,potato,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2033,potential**,potential,potential,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2034,pound,pound,pound,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2035,pour**,pour,pour,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2036,power*,power,power,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2037,practical**,practical,practical,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2038,practice,practice,practice,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2039,praise,praise,praise,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2040,pray**,pray,pray,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2041,precious**,precious,precious,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2042,precisely**,precisely,precisely,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2043,predict**,predict,predict,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2044,prefer*,prefer,prefer,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2045,preference**,preference,preference,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2046,prejudice**,prejudice,prejudice,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2047,premier**,premier,premier,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2048,prepare,prepare,prepare,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2049,present,present,present,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2050,presentation**,presentation,presentation,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2051,preserve**,preserve,preserve,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2052,president,president,president,,,compulsory_education,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2053,press*,press,press,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2
2054,pressure*,pressure,pressure,,*,high_school_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2055,pretend**,pretend,pretend,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2056,pretty,pretty,pretty,,,compulsory_education,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2057,prevent*,prevent,prevent,,*,high_school_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2058,previous*,previous,previous,,*,high_school_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2059,price,price,price,,,compulsory_education,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2060,pride,pride,pride,,,compulsory_education,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2061,primary,primary,primary,,,compulsory_education,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2062,primitive**,primitive,primitive,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2063,principle**,principle,principle,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2064,print,print,print,,,compulsory_education,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2065,prior**,prior,prior,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2066,priority**,priority,priority,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
2067,prison**,prison,prison,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2
