record_id,word,official_variants,source_entry,source_sequence,source_component_index,source_component_count,curriculum_level,marker,alphabetic_section,source_print_page,source_id,part_of_speech,definitions_zh,phonetic_uk,phonetic_us,enrichment_status
curriculum-0406,camera,,camera,406,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0407,camp,,camp,407,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0408,campaign,,campaign,408,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0409,campus,,campus,409,1,1,high_school_compulsory,*,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0410,can,,can,410,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0411,Canada,,Canada,411,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0412,Canadian,,Canadian,412,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0413,canal,,canal,413,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0414,cancel,,cancel,414,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0415,cancer,,cancer,415,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0416,candidate,,candidate,416,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0417,candle,,candle,417,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0418,candy,,candy,418,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0419,canteen,,canteen,419,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0420,cap,,cap,420,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0421,capable,,capable,421,1,1,high_school_compulsory,*,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0422,capacity,,capacity,422,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0423,capital,,capital,423,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0424,capsule,,capsule,424,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0425,captain,,captain,425,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0426,car,,car,426,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0427,carbon,,carbon,427,1,1,high_school_compulsory,*,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0428,card,,card,428,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0429,care,,care,429,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0430,career,,career,430,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0431,careful,,careful,431,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0432,careless,,careless,432,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0433,carpet,,carpet,433,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0434,carrot,,carrot,434,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0435,carry,,carry,435,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0436,cartoon,,cartoon,436,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0437,carve,,carve,437,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0438,case,,case,438,1,1,high_school_compulsory,*,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0439,cash,,cash,439,1,1,high_school_compulsory,*,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0440,cast,,cast,440,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0441,castle,,castle,441,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0442,cat,,cat,442,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0443,catch,,catch,443,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0444,category,,category,444,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0445,cattle,,cattle,445,1,1,high_school_compulsory,*,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0446,cause,,cause,446,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0447,cave,,cave,447,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0448,cease,,cease,448,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0449,ceiling,,ceiling,449,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0450,celebrate,,celebrate,450,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0451,celebrity,,celebrity,451,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0452,cell,,cell,452,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0453,cent,,cent,453,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0454,centimetre,centimeter,centimetre (centimeter),454,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0455,central,,central,455,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0456,centre,center,centre (center),456,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0457,century,,century,457,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0458,certain,,certain,458,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0459,certainly,,certainly,459,1,1,compulsory_education,,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0460,certificate,,certificate,460,1,1,high_school_selective_compulsory,**,C,129,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0461,chain,,chain,461,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0462,chair,,chair,462,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0463-1,chairman,,chairman / chairwoman,463,1,2,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0463-2,chairwoman,,chairman / chairwoman,463,2,2,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0464,chalk,,chalk,464,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0465,challenge,,challenge,465,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0466,champion,,champion,466,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0467,chance,,chance,467,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0468,change,,change,468,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0469,channel,,channel,469,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0470,chaos,,chaos,470,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0471,chapter,,chapter,471,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0472,character,,character,472,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0473,characteristic,,characteristic,473,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0474,charge,,charge,474,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0475,charity,,charity,475,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0476,chart,,chart,476,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0477,chat,,chat,477,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0478,cheap,,cheap,478,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0479,cheat,,cheat,479,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0480,check,,check,480,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0481,cheek,,cheek,481,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0482,cheer,,cheer,482,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0483,cheese,,cheese,483,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0484,chef,,chef,484,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0485,chemical,,chemical,485,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0486,chemist,,chemist,486,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0487,chemistry,,chemistry,487,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0488,chess,,chess,488,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0489,chest,,chest,489,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0490,chew,,chew,490,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0491,chicken,,chicken,491,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0492,chief,,chief,492,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0493,child,children,child (pl. children),493,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0494,China,,China,494,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0495,china,,china,495,1,1,high_school_compulsory,*,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0496,Chinese,,Chinese,496,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0497,chocolate,,chocolate,497,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0498,choice,,choice,498,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0499,choke,,choke,499,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0500,choose,,choose,500,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0501,chopsticks,,chopsticks,501,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0502,chorus,,chorus,502,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0503,Christmas,,Christmas,503,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0504,church,,church,504,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0505,cigarette,,cigarette,505,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0506,cinema,,cinema,506,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0507,circle,,circle,507,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0508,circuit,,circuit,508,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0509,circumstance,,circumstance,509,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0510,circus,,circus,510,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0511,cite,,cite,511,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0512,citizen,,citizen,512,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0513,city,,city,513,1,1,compulsory_education,,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0514,civil,,civil,514,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0515,civilian,,civilian,515,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0516,civilisation,civilization,civilisation (civilization),516,1,1,high_school_selective_compulsory,**,C,130,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0517,claim,,claim,517,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0518,clap,,clap,518,1,1,high_school_compulsory,*,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0519,clarify,,clarify,519,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0520,class,,class,520,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0521,classic,,classic,521,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0522,classmate,,classmate,522,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0523,classroom,,classroom,523,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0524,clay,,clay,524,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0525,clean,,clean,525,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0526,clear,,clear,526,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0527,clerk,,clerk,527,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0528,clever,,clever,528,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0529,click,,click,529,1,1,high_school_compulsory,*,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0530,client,,client,530,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0531,climate,,climate,531,1,1,high_school_compulsory,*,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0532,climb,,climb,532,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0533,clinic,,clinic,533,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0534,clock,,clock,534,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0535,clone,,clone,535,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0536,close,,close,536,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0537,cloth,,cloth,537,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0538,clothes,,clothes,538,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0539,cloud,,cloud,539,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0540,cloudy,,cloudy,540,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0541,club,,club,541,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0542,clue,,clue,542,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0543,coach,,coach,543,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0544,coal,,coal,544,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0545,coast,,coast,545,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0546,coat,,coat,546,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0547,coffee,,coffee,547,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0548,coin,,coin,548,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0549,cold,,cold,549,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0550,collapse,,collapse,550,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0551,collar,,collar,551,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0552,collect,,collect,552,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0553,collection,,collection,553,1,1,high_school_compulsory,*,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0554,college,,college,554,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0555,colour,color,colour (color),555,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0556,column,,column,556,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0557,combine,,combine,557,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0558,come,,come,558,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0559,comedy,,comedy,559,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0560,comfort,,comfort,560,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0561,comfortable,,comfortable,561,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0562,comic,,comic,562,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0563,comment,,comment,563,1,1,high_school_compulsory,*,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0564,commercial,,commercial,564,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0565,commit,,commit,565,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0566,commitment,,commitment,566,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0567,committee,,committee,567,1,1,high_school_compulsory,*,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0568,common,,common,568,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0569,communicate,,communicate,569,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0570,communication,,communication,570,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0571,communist,,communist,571,1,1,high_school_selective_compulsory,**,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0572,community,,community,572,1,1,compulsory_education,,C,131,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0573,company,,company,573,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0574,compare,,compare,574,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0575,comparison,,comparison,575,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0576,compete,,compete,576,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0577,competence,,competence,577,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0578,competition,,competition,578,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0579,complain,,complain,579,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0580,complete,,complete,580,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0581,complex,,complex,581,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0582,complicated,,complicated,582,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0583,component,,component,583,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0584,compose,,compose,584,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0585,composition,,composition,585,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0586,comprehension,,comprehension,586,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0587,comprehensive,,comprehensive,587,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0588,comprise,,comprise,588,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0589,computer,,computer,589,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0590,concentrate,,concentrate,590,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0591,concept,,concept,591,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0592,concern,,concern,592,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
