record_id,word,official_variants,source_entry,source_sequence,source_component_index,source_component_count,curriculum_level,marker,alphabetic_section,source_print_page,source_id,part_of_speech,definitions_zh,phonetic_uk,phonetic_us,enrichment_status
curriculum-0593,concert,,concert,593,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0594,conclude,,conclude,594,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0595,conclusion,,conclusion,595,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0596,concrete,,concrete,596,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0597,condition,,condition,597,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0598,conduct,,conduct,598,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0599,conference,,conference,599,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0600,confidence,,confidence,600,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0601,confirm,,confirm,601,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0602,conflict,,conflict,602,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0603,Confucianism,,Confucianism,603,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0604,Confucius,,Confucius,604,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0605,confused,,confused,605,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0606,congratulation,,congratulation,606,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0607,connect,,connect,607,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0608,consequence,,consequence,608,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0609,conservation,,conservation,609,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0610,consider,,consider,610,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0611,consist,,consist,611,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0612,consistent,,consistent,612,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0613,constant,,constant,613,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0614,constitution,,constitution,614,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0615,construction,,construction,615,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0616,consultant,,consultant,616,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0617,consultation,,consultation,617,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0618,consume,,consume,618,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0619,consumption,,consumption,619,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0620,contact,,contact,620,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0621,contain,,contain,621,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0622,contemporary,,contemporary,622,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0623,content,,content,623,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0624,contest,,contest,624,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0625,context,,context,625,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0626,continent,,continent,626,1,1,high_school_compulsory,*,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0627,continue,,continue,627,1,1,compulsory_education,,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0628,contract,,contract,628,1,1,high_school_selective_compulsory,**,C,132,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0629,contradictory,,contradictory,629,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0630,contrary,,contrary,630,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0631,contrast,,contrast,631,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0632,contribution,,contribution,632,1,1,high_school_compulsory,*,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0633,control,,control,633,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0634,convenient,,convenient,634,1,1,high_school_compulsory,*,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0635,conventional,,conventional,635,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0636,conversation,,conversation,636,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0637,convince,,convince,637,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0638,cook,,cook,638,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0639,cookie,,cookie,639,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0640,cool,,cool,640,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0641,cooperate,,cooperate,641,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0642,copy,,copy,642,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0643,core,,core,643,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0644,corn,,corn,644,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0645,corner,,corner,645,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0646,corporate,,corporate,646,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0647,correct,,correct,647,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0648,correspond,,correspond,648,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0649,cost,,cost,649,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0650,costume,,costume,650,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0651,cottage,,cottage,651,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0652,cotton,,cotton,652,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0653,cough,,cough,653,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0654,could,,could,654,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0655,council,,council,655,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0656,count,,count,656,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0657,country,,country,657,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0658,countryside,,countryside,658,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0659,county,,county,659,1,1,high_school_compulsory,*,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0660,couple,,couple,660,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0661,courage,,courage,661,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0662,course,,course,662,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0663,court,,court,663,1,1,high_school_compulsory,*,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0664,cousin,,cousin,664,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0665,cover,,cover,665,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0666,coverage,,coverage,666,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0667,cow,,cow,667,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0668,crash,,crash,668,1,1,high_school_compulsory,*,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0669,crayon,,crayon,669,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0670,crazy,,crazy,670,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0671,cream,,cream,671,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0672,create,,create,672,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0673,creative,,creative,673,1,1,high_school_compulsory,*,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0674,creature,,creature,674,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0675,credit,,credit,675,1,1,high_school_compulsory,*,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0676,crew,,crew,676,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0677,crime,,crime,677,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0678,crisis,,crisis,678,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0679,criterion,criteria,criterion (pl. criteria),679,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0680,critical,,critical,680,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0681,criticise,criticize,criticise (criticize),681,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0682,crop,,crop,682,1,1,high_school_selective_compulsory,**,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0683,cross,,cross,683,1,1,compulsory_education,,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0684,crowd,,crowd,684,1,1,high_school_compulsory,*,C,133,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0685,crucial,,crucial,685,1,1,high_school_selective_compulsory,**,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0686,cruel,,cruel,686,1,1,high_school_selective_compulsory,**,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0687,cry,,cry,687,1,1,compulsory_education,,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0688,cuisine,,cuisine,688,1,1,high_school_selective_compulsory,**,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0689,culture,,culture,689,1,1,compulsory_education,,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0690,cup,,cup,690,1,1,compulsory_education,,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0691,cupboard,,cupboard,691,1,1,high_school_selective_compulsory,**,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0692,cure,,cure,692,1,1,high_school_compulsory,*,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0693,curious,,curious,693,1,1,high_school_compulsory,*,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0694,current,,current,694,1,1,high_school_compulsory,*,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0695,curtain,,curtain,695,1,1,high_school_selective_compulsory,**,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0696,custom,,custom,696,1,1,high_school_compulsory,*,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0697,customer,,customer,697,1,1,compulsory_education,,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0698,cut,,cut,698,1,1,compulsory_education,,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0699,cute,,cute,699,1,1,compulsory_education,,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0700,cycle,,cycle,700,1,1,high_school_selective_compulsory,**,C,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0701,daily,,daily,701,1,1,compulsory_education,,D,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0702,damage,,damage,702,1,1,high_school_selective_compulsory,**,D,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0703,damp,,damp,703,1,1,high_school_selective_compulsory,**,D,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0704,dance,,dance,704,1,1,compulsory_education,,D,134,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
