phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
steel plate,steel plate,2,senior_high,true,n,steel_plate%1:06:00::,false,0,oewn_dictionary_review,0.0,false
steel trap,steel trap,2,senior_high,true,n,steel_trap%1:06:00::|steel_trap%1:09:00::,false,0,oewn_dictionary_review,0.0,false
steel wool pad,steel wool pad,3,cet4,true,n,steel-wool_pad%1:06:00::,false,0,oewn_dictionary_review,0.0,false
step ladder,step ladder,2,cet4,true,n,step_ladder%1:06:00::,false,0,oewn_dictionary_review,0.0,false
step stool,step stool,2,cet4,true,n,step_stool%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stick figure,stick figure,2,senior_high,true,n,stick_figure%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stick horse,stick horse,2,junior,true,n,stick_horse%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stick shift,stick shift,2,senior_high,true,n,stick_shift%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sticky end,sticky end,2,cet4,true,n,sticky_end%1:27:00::,false,0,oewn_dictionary_review,0.0,false
stiff upper lip,stiff upper lip,3,cet4,true,n,stiff_upper_lip%1:07:00::,false,0,oewn_dictionary_review,0.0,false
still room,still room,2,junior,true,n,still_room%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stimulant drug,stimulant drug,2,cet4,true,n,stimulant_drug%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sting operation,sting operation,2,cet4,true,n,sting_operation%1:04:00::|sting_operation%1:04:01::,false,0,oewn_dictionary_review,0.0,false
stock cube,stock cube,2,cet4,true,n,stock_cube%1:13:00::,false,0,oewn_dictionary_review,0.0,false
stock farmer,stock farmer,2,cet4,true,n,stock_farmer%1:18:00::,false,0,oewn_dictionary_review,0.0,false
stock image,stock image,2,cet4,true,n,stock_image%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stock index,stock index,2,cet4,true,n,stock_index%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stock issue,stock issue,2,cet4,true,n,stock_issue%1:04:00::,false,0,oewn_dictionary_review,0.0,false
stock list,stock list,2,cet4,true,n,stock_list%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stock market index,stock market index,3,cet4,true,n,stock_market_index%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stock of record,stock of record,3,cet4,true,n,stock_of_record%1:21:00::,false,0,oewn_dictionary_review,0.0,false
stock photograph,stock photograph,2,cet4,true,n,stock_photograph%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stock power,stock power,2,cet4,true,n,stock_power%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stock purchase plan,stock purchase plan,3,cet4,true,n,stock_purchase_plan%1:09:00::,false,0,oewn_dictionary_review,0.0,false
stock purchase warrant,stock purchase warrant,3,cet6,true,n,stock-purchase_warrant%1:21:00::,false,0,oewn_dictionary_review,0.0,false
stock room,stock room,2,cet4,true,n,stock_room%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stock split,stock split,2,cet4,true,n,stock_split%1:04:00::,false,0,oewn_dictionary_review,0.0,false
stock symbol,stock symbol,2,cet4,true,n,stock_symbol%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stock warrant,stock warrant,2,cet6,true,n,stock_warrant%1:10:00::|stock_warrant%1:21:00::,false,0,oewn_dictionary_review,0.0,false
stomach ache,stomach ache,2,junior,true,n,stomach_ache%1:26:00::,false,0,oewn_dictionary_review,0.0,false
stomach exercise,stomach exercise,2,junior,true,n,stomach_exercise%1:04:00::,false,0,oewn_dictionary_review,0.0,false
stomach flu,stomach flu,2,junior,true,n,stomach_flu%1:26:00::,false,0,oewn_dictionary_review,0.0,false
stomach upset,stomach upset,2,senior_high,true,n,stomach_upset%1:26:00::,false,0,oewn_dictionary_review,0.0,false
stone bass,stone bass,2,cet6,true,n,stone_bass%1:05:00::,false,0,oewn_dictionary_review,0.0,false
stone cold,stone cold,2,junior,true,a,stone-cold%5:00:00:cold:01,false,0,oewn_dictionary_review,0.0,false
stone crab,stone crab,2,cet4,true,n,stone_crab%1:05:00::|stone_crab%1:13:00::,false,0,oewn_dictionary_review,0.0,false
stone drill,stone drill,2,senior_high,true,n,stone_drill%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stone face,stone face,2,junior,true,n,stone-face%1:20:00::,false,0,oewn_dictionary_review,0.0,false
stone fly,stone fly,2,junior,true,n,stone_fly%1:05:00::,false,0,oewn_dictionary_review,0.0,false
stone gray,stone gray,2,junior,true,a,stone-gray%5:00:00:achromatic:00,false,0,oewn_dictionary_review,0.0,false
stone grey,stone grey,2,junior,true,a,stone-grey%5:00:00:achromatic:00,false,0,oewn_dictionary_review,0.0,false
stone life face,stone life face,3,junior,true,n,stone_life_face%1:20:00::,false,0,oewn_dictionary_review,0.0,false
stone pine,stone pine,2,cet4,true,n,stone_pine%1:20:00::,false,0,oewn_dictionary_review,0.0,false
stone pit,stone pit,2,cet4,true,n,stone_pit%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stone plant,stone plant,2,junior,true,n,stone_plant%1:20:00::,false,0,oewn_dictionary_review,0.0,false
stone root,stone root,2,senior_high,true,n,stone-root%1:20:00::|stone_root%1:20:00::,false,0,oewn_dictionary_review,0.0,false
stone sober,stone sober,2,cet6,true,a,stone-sober%5:00:00:sober:01,false,0,oewn_dictionary_review,0.0,false
stool test,stool test,2,cet4,true,n,stool_test%1:09:00::,false,0,oewn_dictionary_review,0.0,false
stop leak,stop leak,2,senior_high,true,n,stop-leak%1:27:01::|stop_leak%1:27:01::,false,0,oewn_dictionary_review,0.0,false
stop limit order,stop limit order,3,senior_high,true,n,stop-limit_order%1:10:01::,false,0,oewn_dictionary_review,0.0,false
stop loss order,stop loss order,3,junior,true,n,stop-loss_order%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stop number,stop number,2,junior,true,n,stop_number%1:24:00::,false,0,oewn_dictionary_review,0.0,false
stop press,stop press,2,junior,true,n,stop_press%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stop sign,stop sign,2,junior,true,n,stop_sign%1:10:01::,false,0,oewn_dictionary_review,0.0,false
stop watch,stop watch,2,junior,true,n,stop_watch%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storage allocation,storage allocation,2,cet6,true,n,storage_allocation%1:04:00::,false,0,oewn_dictionary_review,0.0,false
storage area,storage area,2,cet4,true,n,storage_area%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storage battery grid,storage battery grid,3,cet6,true,n,storage-battery_grid%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storage cell,storage cell,2,cet4,true,n,storage_cell%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storage device,storage device,2,cet4,true,n,storage_device%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storage locker,storage locker,2,cet4,true,n,storage_locker%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storage medium,storage medium,2,cet4,true,n,storage_medium%1:10:00::,false,0,oewn_dictionary_review,0.0,false
storage ring,storage ring,2,cet4,true,n,storage_ring%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storage space,storage space,2,cet4,true,n,storage_space%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storage warehouse,storage warehouse,2,cet4,true,n,storage_warehouse%1:06:00::,false,0,oewn_dictionary_review,0.0,false
store cheese,store cheese,2,junior,true,n,store_cheese%1:13:00::,false,0,oewn_dictionary_review,0.0,false
store detective,store detective,2,senior_high,true,n,store_detective%1:18:00::,false,0,oewn_dictionary_review,0.0,false
storm cellar,storm cellar,2,cet4,true,n,storm_cellar%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storm centre,storm centre,2,junior,true,n,storm_centre%1:15:00::|storm_centre%1:26:00::,false,0,oewn_dictionary_review,0.0,false
storm drain,storm drain,2,cet4,true,n,storm_drain%1:06:01::,false,0,oewn_dictionary_review,0.0,false
storm lamp,storm lamp,2,junior,true,n,storm_lamp%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storm lantern,storm lantern,2,junior,true,n,storm_lantern%1:06:00::,false,0,oewn_dictionary_review,0.0,false
storm signal,storm signal,2,senior_high,true,n,storm_signal%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stove bolt,stove bolt,2,cet4,true,n,stove_bolt%1:06:00::,false,0,oewn_dictionary_review,0.0,false
straight arch,straight arch,2,senior_high,true,n,straight_arch%1:06:00::,false,0,oewn_dictionary_review,0.0,false
straight arm,straight arm,2,junior,true,n,straight-arm%1:04:00::,false,0,oewn_dictionary_review,0.0,false
straight arrow,straight arrow,2,senior_high,true,n|s,straight-arrow%5:00:00:straight:04|straight_arrow%1:18:00::,false,0,oewn_dictionary_review,0.0,false
straight flush,straight flush,2,cet6,true,n,straight_flush%1:14:00::,false,0,oewn_dictionary_review,0.0,false
straight hang,straight hang,2,junior,true,n,straight_hang%1:04:00::,false,0,oewn_dictionary_review,0.0,false
straight life insurance,straight life insurance,3,senior_high,true,n,straight_life_insurance%1:21:00::,false,0,oewn_dictionary_review,0.0,false
straight line method,straight line method,3,junior,true,n,straight-line_method%1:21:00::,false,0,oewn_dictionary_review,0.0,false
straight pin,straight pin,2,cet4,true,n,straight_pin%1:06:00::,false,0,oewn_dictionary_review,0.0,false
straight thrust,straight thrust,2,cet4,true,n,straight_thrust%1:04:00::,false,0,oewn_dictionary_review,0.0,false
straight woman,straight woman,2,junior,true,n,straight_woman%1:18:00::,false,0,oewn_dictionary_review,0.0,false
strain gauge,strain gauge,2,cet6,true,n,strain_gauge%1:06:00::,false,0,oewn_dictionary_review,0.0,false
strait and narrow,strait and narrow,3,senior_high,true,n,strait_and_narrow%1:04:00::,false,0,oewn_dictionary_review,0.0,false
strand wolf,strand wolf,2,cet6,true,n,strand_wolf%1:05:00::,false,0,oewn_dictionary_review,0.0,false
strap hinge,strap hinge,2,cet6,true,n,strap_hinge%1:06:00::,false,0,oewn_dictionary_review,0.0,false
strategic intelligence,strategic intelligence,2,cet4,true,n,strategic_intelligence%1:04:00::,false,0,oewn_dictionary_review,0.0,false
strategic warning,strategic warning,2,cet4,true,n,strategic_warning%1:10:00::,false,0,oewn_dictionary_review,0.0,false
straw boss,straw boss,2,cet4,true,n,straw_boss%1:18:00::,false,0,oewn_dictionary_review,0.0,false
straw mushroom,straw mushroom,2,cet4,true,n,straw_mushroom%1:20:00::,false,0,oewn_dictionary_review,0.0,false
straw poll,straw poll,2,cet4,true,n,straw_poll%1:09:00::,false,0,oewn_dictionary_review,0.0,false
straw woman,straw woman,2,cet4,true,n,straw_woman%1:18:00::,false,0,oewn_dictionary_review,0.0,false
strawberry ice cream,strawberry ice cream,3,junior,true,n,strawberry_ice_cream%1:13:00::,false,0,oewn_dictionary_review,0.0,false
strawberry jam,strawberry jam,2,senior_high,true,n,strawberry_jam%1:13:00::,false,0,oewn_dictionary_review,0.0,false
strawberry shrub,strawberry shrub,2,cet6,true,n,strawberry_shrub%1:20:00::,false,0,oewn_dictionary_review,0.0,false
streamline flow,streamline flow,2,cet6,true,n,streamline_flow%1:19:00::,false,0,oewn_dictionary_review,0.0,false
street address,street address,2,junior,true,n,street_address%1:15:00::,false,0,oewn_dictionary_review,0.0,false
street broom,street broom,2,cet4,true,n,street_broom%1:06:01::,false,0,oewn_dictionary_review,0.0,false
street child,street child,2,junior,true,n,street_child%1:18:00::,false,0,oewn_dictionary_review,0.0,false
street clothes,street clothes,2,junior,true,n,street_clothes%1:06:00::,false,0,oewn_dictionary_review,0.0,false
street credibility,street credibility,2,cet6,true,n,street_credibility%1:07:00::,false,0,oewn_dictionary_review,0.0,false
street drug,street drug,2,senior_high,true,n,street_drug%1:06:00::,false,0,oewn_dictionary_review,0.0,false
street girl,street girl,2,junior,true,n,street_girl%1:18:00::,false,0,oewn_dictionary_review,0.0,false
street lamp,street lamp,2,junior,true,n,street_lamp%1:06:00::,false,0,oewn_dictionary_review,0.0,false
street name,street name,2,junior,true,n,street_name%1:10:00::|street_name%1:10:01::|street_name%1:10:02::|street_name%1:10:03::,false,0,oewn_dictionary_review,0.0,false
street person,street person,2,junior,true,n,street_person%1:18:00::,false,0,oewn_dictionary_review,0.0,false
street smart,street smart,2,junior,true,a|s,street-smart%5:00:00:smart:00|street_smart%5:00:00:smart:00,false,0,oewn_dictionary_review,0.0,false
street theater,street theater,2,junior,true,n,street_theater%1:04:00::,false,0,oewn_dictionary_review,0.0,false
stress fracture,stress fracture,2,cet6,true,n,stress_fracture%1:26:00::,false,0,oewn_dictionary_review,0.0,false
stress mark,stress mark,2,junior,true,n,stress_mark%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stress test,stress test,2,junior,true,n,stress_test%1:09:00::,false,0,oewn_dictionary_review,0.0,false
stretch mark,stretch mark,2,senior_high,true,n,stretch_mark%1:07:00::,false,0,oewn_dictionary_review,0.0,false
stretch pants,stretch pants,2,senior_high,true,n,stretch_pants%1:06:00::,false,0,oewn_dictionary_review,0.0,false
strike leader,strike leader,2,senior_high,true,n,strike_leader%1:18:00::,false,0,oewn_dictionary_review,0.0,false
strike slip fault,strike slip fault,3,senior_high,true,n,strike-slip_fault%1:17:00::,false,0,oewn_dictionary_review,0.0,false
string cheese,string cheese,2,senior_high,true,n,string_cheese%1:13:00::,false,0,oewn_dictionary_review,0.0,false
string section,string section,2,senior_high,true,n,string_section%1:14:00::,false,0,oewn_dictionary_review,0.0,false
strip alert,strip alert,2,cet4,true,n,strip_alert%1:26:00::,false,0,oewn_dictionary_review,0.0,false
strip show,strip show,2,cet4,true,n,strip_show%1:04:00::,false,0,oewn_dictionary_review,0.0,false
strip steak,strip steak,2,cet4,true,n,strip_steak%1:13:00::,false,0,oewn_dictionary_review,0.0,false
strong belief,strong belief,2,senior_high,true,n,strong_belief%1:09:00::,false,0,oewn_dictionary_review,0.0,false
structural concrete,structural concrete,2,cet4,true,n,structural_concrete%1:27:01::,false,0,oewn_dictionary_review,0.0,false
structural gene,structural gene,2,cet4,true,n,structural_gene%1:08:00::,false,0,oewn_dictionary_review,0.0,false
structural iron,structural iron,2,cet4,true,n,structural_iron%1:27:00::,false,0,oewn_dictionary_review,0.0,false
structural member,structural member,2,cet4,true,n,structural_member%1:06:00::,false,0,oewn_dictionary_review,0.0,false
structural sociology,structural sociology,2,cet4,true,n,structural_sociology%1:09:00::,false,0,oewn_dictionary_review,0.0,false
student center,student center,2,junior,true,n,student_center%1:06:00::,false,0,oewn_dictionary_review,0.0,false
student lamp,student lamp,2,junior,true,n,student_lamp%1:06:00::,false,0,oewn_dictionary_review,0.0,false
student lodging,student lodging,2,cet4,true,n,student_lodging%1:06:00::,false,0,oewn_dictionary_review,0.0,false
student nurse,student nurse,2,junior,true,n,student_nurse%1:18:00::,false,0,oewn_dictionary_review,0.0,false
student residence,student residence,2,cet4,true,n,student_residence%1:06:00::,false,0,oewn_dictionary_review,0.0,false
student union,student union,2,senior_high,true,n,student_union%1:06:00::,false,0,oewn_dictionary_review,0.0,false
studio apartment,studio apartment,2,senior_high,true,n,studio_apartment%1:06:00::,false,0,oewn_dictionary_review,0.0,false
study hall,study hall,2,junior,true,n,study_hall%1:06:00::|study_hall%1:28:00::,false,0,oewn_dictionary_review,0.0,false
stuff and nonsense,stuff and nonsense,3,cet4,true,n,stuff_and_nonsense%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stuff shot,stuff shot,2,cet4,true,n,stuff_shot%1:04:00::,false,0,oewn_dictionary_review,0.0,false
stuffing nut,stuffing nut,2,cet4,true,n,stuffing_nut%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stump speech,stump speech,2,cet6,true,n,stump_speech%1:10:00::,false,0,oewn_dictionary_review,0.0,false
stun gun,stun gun,2,cet6,true,n,stun_gun%1:06:00::,false,0,oewn_dictionary_review,0.0,false
stupid person,stupid person,2,senior_high,true,n,stupid_person%1:18:01::,false,0,oewn_dictionary_review,0.0,false
style of architecture,style of architecture,3,cet4,true,n,style_of_architecture%1:09:00::,false,0,oewn_dictionary_review,0.0,false
style sheet,style sheet,2,senior_high,true,n,style_sheet%1:10:00::,false,0,oewn_dictionary_review,0.0,false
subject area,subject area,2,junior,true,n,subject_area%1:09:00::,false,0,oewn_dictionary_review,0.0,false
subject case,subject case,2,junior,true,n,subject_case%1:10:00::,false,0,oewn_dictionary_review,0.0,false
subject field,subject field,2,junior,true,n,subject_field%1:09:00::,false,0,oewn_dictionary_review,0.0,false
submarine ball,submarine ball,2,cet6,true,n,submarine_ball%1:04:00::,false,0,oewn_dictionary_review,0.0,false
submarine earthquake,submarine earthquake,2,cet6,true,n,submarine_earthquake%1:11:00::,false,0,oewn_dictionary_review,0.0,false
submarine pitch,submarine pitch,2,cet6,true,n,submarine_pitch%1:04:00::,false,0,oewn_dictionary_review,0.0,false
submarine sandwich,submarine sandwich,2,cet6,true,n,submarine_sandwich%1:13:00::,false,0,oewn_dictionary_review,0.0,false
subordinate conjunction,subordinate conjunction,2,cet6,true,n,subordinate_conjunction%1:10:00::,false,0,oewn_dictionary_review,0.0,false
subordinate word,subordinate word,2,cet6,true,n,subordinate_word%1:10:00::,false,0,oewn_dictionary_review,0.0,false
subscriber line,subscriber line,2,cet6,true,n,subscriber_line%1:06:00::,false,0,oewn_dictionary_review,0.0,false
subscription right,subscription right,2,cet6,true,n,subscription_right%1:21:00::,false,0,oewn_dictionary_review,0.0,false
subscription warrant,subscription warrant,2,cet6,true,n,subscription_warrant%1:21:00::,false,0,oewn_dictionary_review,0.0,false
subsistence level,subsistence level,2,cet6,true,n,subsistence_level%1:26:01::,false,0,oewn_dictionary_review,0.0,false
substance abuse,substance abuse,2,senior_high,true,n,substance_abuse%1:04:00::,false,0,oewn_dictionary_review,0.0,false
substitution class,substitution class,2,cet4,true,n,substitution_class%1:10:00::,false,0,oewn_dictionary_review,0.0,false
subway fare,subway fare,2,cet4,true,n,subway_fare%1:21:00::,false,0,oewn_dictionary_review,0.0,false
subway station,subway station,2,senior_high,true,n,subway_station%1:06:00::,false,0,oewn_dictionary_review,0.0,false
subway token,subway token,2,cet4,true,n,subway_token%1:06:00::,false,0,oewn_dictionary_review,0.0,false
subway train,subway train,2,senior_high,true,n,subway_train%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sugar bush,sugar bush,2,cet4,true,n,sugar-bush%1:20:00::,false,0,oewn_dictionary_review,0.0,false
sugar cookie,sugar cookie,2,junior,true,n,sugar_cookie%1:13:00::,false,0,oewn_dictionary_review,0.0,false
sugar corn,sugar corn,2,junior,true,n,sugar_corn%1:20:00::,false,0,oewn_dictionary_review,0.0,false
sugar of lead,sugar of lead,3,junior,true,n,sugar_of_lead%1:27:00::,false,0,oewn_dictionary_review,0.0,false
sugar palm,sugar palm,2,cet4,true,n,sugar_palm%1:20:00::,false,0,oewn_dictionary_review,0.0,false
sugar pea,sugar pea,2,cet4,true,n,sugar_pea%1:13:00::|sugar_pea%1:20:00::,false,0,oewn_dictionary_review,0.0,false
sugar refinery,sugar refinery,2,cet4,true,n,sugar_refinery%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sugar shell,sugar shell,2,senior_high,true,n,sugar_shell%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sugar snap pea,sugar snap pea,3,cet6,true,n,sugar_snap_pea%1:13:00::|sugar_snap_pea%1:20:00::,false,0,oewn_dictionary_review,0.0,false
sugar water,sugar water,2,junior,true,n,sugar_water%1:13:00::,false,0,oewn_dictionary_review,0.0,false
suicide mission,suicide mission,2,cet6,true,n,suicide_mission%1:04:00::,false,0,oewn_dictionary_review,0.0,false
suicide pact,suicide pact,2,cet6,true,n,suicide_pact%1:10:00::,false,0,oewn_dictionary_review,0.0,false
suicide pill,suicide pill,2,cet6,true,n,suicide_pill%1:04:00::,false,0,oewn_dictionary_review,0.0,false
suicide squeeze,suicide squeeze,2,cet6,true,n,suicide_squeeze%1:04:00::,false,0,oewn_dictionary_review,0.0,false
suicide squeeze play,suicide squeeze play,3,cet6,true,n,suicide_squeeze_play%1:04:00::,false,0,oewn_dictionary_review,0.0,false
suit of clothes,suit of clothes,3,junior,true,n,suit_of_clothes%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sulfur bacteria,sulfur bacteria,2,cet6,true,n,sulfur_bacteria%1:05:00::,false,0,oewn_dictionary_review,0.0,false
sulfur bottom,sulfur bottom,2,cet6,true,n,sulfur_bottom%1:05:00::,false,0,oewn_dictionary_review,0.0,false
sulfur butterfly,sulfur butterfly,2,cet6,true,n,sulfur_butterfly%1:05:00::,false,0,oewn_dictionary_review,0.0,false
sulfur mine,sulfur mine,2,cet6,true,n,sulfur_mine%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sulfur oxide,sulfur oxide,2,cet6,true,n,sulfur_oxide%1:27:00::,false,0,oewn_dictionary_review,0.0,false
sulfur yellow,sulfur yellow,2,cet6,true,a,sulfur-yellow%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
sulphur bacteria,sulphur bacteria,2,cet6,true,n,sulphur_bacteria%1:05:00::,false,0,oewn_dictionary_review,0.0,false
sulphur butterfly,sulphur butterfly,2,cet6,true,n,sulphur_butterfly%1:05:00::,false,0,oewn_dictionary_review,0.0,false
sulphur dioxide,sulphur dioxide,2,cet6,true,n,sulphur_dioxide%1:27:00::,false,0,oewn_dictionary_review,0.0,false
sulphur mine,sulphur mine,2,cet6,true,n,sulphur_mine%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sulphur oxide,sulphur oxide,2,cet6,true,n,sulphur_oxide%1:27:00::,false,0,oewn_dictionary_review,0.0,false
sulphur yellow,sulphur yellow,2,cet6,true,a,sulphur-yellow%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
summary treatment,summary treatment,2,senior_high,true,n,summary_treatment%1:10:00::,false,0,oewn_dictionary_review,0.0,false
summer duck,summer duck,2,junior,true,n,summer_duck%1:05:00::,false,0,oewn_dictionary_review,0.0,false
summer house,summer house,2,junior,true,n,summer_house%1:06:00::,false,0,oewn_dictionary_review,0.0,false
summer stock,summer stock,2,cet4,true,n,summer_stock%1:10:00::,false,0,oewn_dictionary_review,0.0,false
summer sweet,summer sweet,2,junior,true,n,summer_sweet%1:20:00::,false,0,oewn_dictionary_review,0.0,false
summit meeting,summit meeting,2,cet4,true,n,summit_meeting%1:14:00::,false,0,oewn_dictionary_review,0.0,false
sun gear,sun gear,2,cet4,true,n,sun_gear%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sun hat,sun hat,2,junior,true,n,sun_hat%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sun helmet,sun helmet,2,cet6,true,n,sun_helmet%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sun lounge,sun lounge,2,cet6,true,n,sun_lounge%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sun plant,sun plant,2,junior,true,n,sun_plant%1:20:00::,false,0,oewn_dictionary_review,0.0,false
sun porch,sun porch,2,cet6,true,n,sun_porch%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sun protection factor,sun protection factor,3,cet4,true,n,sun_protection_factor%1:07:00::,false,0,oewn_dictionary_review,0.0,false
sun ray,sun ray,2,senior_high,true,n,sun-ray%1:19:01::,false,0,oewn_dictionary_review,0.0,false
sun ray lamp,sun ray lamp,3,senior_high,true,n,sun-ray_lamp%1:06:00::,false,0,oewn_dictionary_review,0.0,false
sun tea,sun tea,2,junior,true,n,sun_tea%1:13:00::,false,0,oewn_dictionary_review,0.0,false
sun worship,sun worship,2,cet4,true,n,sun-worship%1:04:00::,false,0,oewn_dictionary_review,0.0,false
sunrise industry,sunrise industry,2,cet4,true,n,sunrise_industry%1:14:00::,false,0,oewn_dictionary_review,0.0,false
sunshine roof,sunshine roof,2,cet4,true,n,sunshine-roof%1:06:00::,false,0,oewn_dictionary_review,0.0,false
super acid,super acid,2,senior_high,true,n,super_acid%1:06:00::,false,0,oewn_dictionary_review,0.0,false
superficial temporal vein,superficial temporal vein,3,cet6,true,n,superficial_temporal_vein%1:08:00::,false,0,oewn_dictionary_review,0.0,false
superior conjunction,superior conjunction,2,cet4,true,n,superior_conjunction%1:11:00::,false,0,oewn_dictionary_review,0.0,false
superior general,superior general,2,senior_high,true,n,superior_general%1:18:00::,false,0,oewn_dictionary_review,0.0,false
superior skill,superior skill,2,senior_high,true,n,superior_skill%1:09:00::,false,0,oewn_dictionary_review,0.0,false
superior vocal cord,superior vocal cord,3,cet6,true,n,superior_vocal_cord%1:08:00::,false,0,oewn_dictionary_review,0.0,false
superstitious notion,superstitious notion,2,cet6,true,n,superstitious_notion%1:09:00::,false,0,oewn_dictionary_review,0.0,false
supervisor call instruction,supervisor call instruction,3,cet4,true,n,supervisor_call_instruction%1:10:00::,false,0,oewn_dictionary_review,0.0,false
supplementary benefit,supplementary benefit,2,cet4,true,n,supplementary_benefit%1:04:00::,false,0,oewn_dictionary_review,0.0,false
supply chamber,supply chamber,2,cet6,true,n,supply_chamber%1:06:01::,false,0,oewn_dictionary_review,0.0,false
supply closet,supply closet,2,cet6,true,n,supply_closet%1:06:00::,false,0,oewn_dictionary_review,0.0,false
supply curve,supply curve,2,senior_high,true,n,supply_curve%1:25:01::,false,0,oewn_dictionary_review,0.0,false
supply line,supply line,2,senior_high,true,n,supply_line%1:15:00::,false,0,oewn_dictionary_review,0.0,false
supply officer,supply officer,2,senior_high,true,n,supply_officer%1:18:00::,false,0,oewn_dictionary_review,0.0,false
supply route,supply route,2,senior_high,true,n,supply_route%1:15:00::,false,0,oewn_dictionary_review,0.0,false
supply side economics,supply side economics,3,cet4,true,n,supply-side_economics%1:09:00::,false,0,oewn_dictionary_review,0.0,false
support column,support column,2,senior_high,true,n,support_column%1:06:00::,false,0,oewn_dictionary_review,0.0,false
support hose,support hose,2,cet6,true,n,support_hose%1:06:00::,false,0,oewn_dictionary_review,0.0,false
support level,support level,2,junior,true,n,support_level%1:21:00::,false,0,oewn_dictionary_review,0.0,false
support payment,support payment,2,cet4,true,n,support_payment%1:21:00::,false,0,oewn_dictionary_review,0.0,false
support stocking,support stocking,2,cet4,true,n,support_stocking%1:06:00::,false,0,oewn_dictionary_review,0.0,false
support system,support system,2,senior_high,true,n,support_system%1:14:00::,false,0,oewn_dictionary_review,0.0,false
suppressive fire,suppressive fire,2,cet6,true,n,suppressive_fire%1:04:00::,false,0,oewn_dictionary_review,0.0,false
supreme authority,supreme authority,2,cet4,true,n,supreme_authority%1:18:00::,false,0,oewn_dictionary_review,0.0,false
supreme headquarters,supreme headquarters,2,cet4,true,n,supreme_headquarters%1:14:00::,false,0,oewn_dictionary_review,0.0,false
sure fire,sure fire,2,junior,true,a,sure-fire%5:00:00:successful:00,false,0,oewn_dictionary_review,0.0,false
surf fish,surf fish,2,senior_high,true,n,surf_fish%1:05:01::|surf_fish%1:05:02::,false,0,oewn_dictionary_review,0.0,false
surf fishing,surf fishing,2,cet4,true,n,surf_fishing%1:04:00::,false,0,oewn_dictionary_review,0.0,false
surf music,surf music,2,senior_high,true,n,surf_music%1:10:01::,false,0,oewn_dictionary_review,0.0,false
surface active,surface active,2,junior,true,a,surface-active%5:00:00:active:07,false,0,oewn_dictionary_review,0.0,false
surface active agent,surface active agent,3,cet4,true,n,surface-active_agent%1:27:00::,false,0,oewn_dictionary_review,0.0,false
surface area,surface area,2,junior,true,n,surface_area%1:07:00::,false,0,oewn_dictionary_review,0.0,false
surface assimilation,surface assimilation,2,cet6,true,n,surface_assimilation%1:22:00::,false,0,oewn_dictionary_review,0.0,false
surface chemistry,surface chemistry,2,junior,true,n,surface_chemistry%1:09:00::,false,0,oewn_dictionary_review,0.0,false
